Site,Country,Zone,Latitude,Longitude,Distance,Walk,Easytofind,Publicaccess,Specialaccess,Wavequality,Experience,Frequency,Type,Direction,Bottom,Power,Normallength,Gooddaylength,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
khao_lak,Thailand,Baja Norte,8.644333333,98.24438333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,,,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,3,1,2,1,6,1,-1,1,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,16,24,18,12,18,18,18,25,21,16
ko_chang,Thailand,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,4,1,1,1,4,0,0,0,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,18,17,18,22,16,18,19,16,26,24,19
ko_samet,Thailand,Baja Norte,12.5688,101.4538,Week-end trip,,OK,Private access,By boat only,Normal,Beginners wave,Don't know,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,0,2,2,4,5,4,3,3,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,17,20,20,15,15,14,18,26,21,18
Koh_Lanta_-_Klon_Dao,Thailand,Baja Norte,7.63915,99.02833333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,3,3,4,2,5,3,-1,0,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,14,18,23,21,18,11,14,16,21,21,13
kho_phan_ngan,Thailand,Baja Norte,9.679616667,100.0734333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,,Beginners wave,Don't know,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,0,0,4,0,5,3,0,1,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,21,24,18,15,11,16,19,21,19,13
Koh_Phayam,Thailand,Baja Norte,9.719216667,98.39355,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,4,1,1,0,4,3,1,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,15,19,20,19,17,19,18,22,17,19
Koh_Yai_Mak,Thailand,Baja Norte,,,Take a car,Short walk (5-15 mn),Hard to find,Public access,By boat only,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Right and left,Boulders,,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,0,0,5,0,2,4,3,0,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,15,23,19,14,11,15,16,23,20,18
le_meridien,Thailand,Baja Norte,,,Take a car,Long walk (&gt;30 mn),Hard to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Rarely break (5day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,4,1,5,2,6,2,2,0,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,15,21,19,17,16,13,19,19,18,17
leam_sing,Thailand,Baja Norte,7.968033333,98.27703333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Left,Sandy,Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,2,2,1,4,3,4,3,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,21,19,22,18,18,15,13,18,24,17,19
nai_yang_reef_break,Thailand,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right and left,Sandy with rock,Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,0,4,1,1,2,3,2,3,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,16,22,22,19,11,15,17,23,23,13
Nang_Thong_Beach,Thailand,Baja Norte,8.641733333,98.24583333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,0,2,4,3,6,1,2,3,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,14,20,24,18,14,14,17,22,24,21,13
pansea_beach,Thailand,Baja Norte,7.982066667,98.27671667,In the city,Short walk (5-15 mn),Hard to find,Private access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Left,Sandy with rock,,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,2,3,3,3,3,1,1,4,1,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,19,16,22,16,14,14,17,21,23,19,19
Patong_Beach,Thailand,Baja Norte,7.903683333,98.29588333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Sometimes break,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,3,2,3,0,2,2,-1,1,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,17,20,16,12,15,14,16,23,24,19
Mae_ram_Phung,Thailand,Baja Norte,12.59696667,101.4089167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,0,0,1,0,6,2,1,0,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,21,24,20,14,18,15,21,25,21,13
surin_beach,Thailand,Baja Norte,,,Don't know,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,1,1,2,1,6,0,3,0,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,21,17,23,21,17,14,19,15,21,21,14
thai_muang_beach,Thailand,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,4,2,5,0,2,1,1,4,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,15,24,16,14,15,14,19,24,21,13
Bai_dai_Beach__Nha_Trang,Vietnam,Baja Norte,12.11603333,109.1961667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Don't know,Don't know,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,2,0,3,1,4,1,2,0,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,19,18,19,23,12,12,16,18,24,22,19
cue_dai_beach,Vietnam,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Sand-bar,Right and left,,Fast; Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,4,1,2,3,6,3,-1,2,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,16,23,21,16,14,18,16,20,23,15
da_nang,Vietnam,Baja Norte,16.07055,108.2465833,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,2,0,1,2,2,4,-1,0,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,17,20,17,16,14,17,19,23,17,17
Dark_Reef,Vietnam,Baja Norte,12.16185,109.2051333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerless; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,3,3,5,1,3,0,1,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,18,19,24,21,14,11,15,15,25,24,14
lang_co_beach,Vietnam,Baja Norte,16.22963333,108.0895167,Take a car,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Sometimes break,Sand-bar,Right and left,Sandy,Fast; Ordinary; Powerless,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,0,1,2,3,0,6,4,-1,2,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,21,19,25,18,12,18,17,18,22,20,12
MuiNe,Vietnam,Baja Norte,10.92313333,108.2950667,Take a car,Good walk (15-30 mn),OK,Public access,Don't know,Sloppy,Beginners wave,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,4,3,3,3,2,1,2,2,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,22,19,16,17,12,13,22,22,24,19
china_beach,Vietnam,Baja Norte,16.05723333,108.2476667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Hollow; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,4,4,4,0,4,3,3,1,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,14,17,21,17,16,15,14,18,26,19,18
Nam_O,Vietnam,Baja Norte,16.1171,108.1337,Take a car,Short walk (5-15 mn),Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Sometimes break,Point-break,Left,Reef (coral; sharp rocks etc..),Fast,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,4,1,4,1,2,3,-1,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,16,20,19,23,13,14,15,22,23,20,16
Non_Nuoc,Vietnam,Baja Norte,16.00178333,108.2709333,Don't know,Don't know,Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Sand-bar,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,1,4,5,4,3,0,1,4,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,15,22,23,12,11,17,20,25,21,15
vung_tau_-_back_beach,Vietnam,Baja Norte,10.33755,107.0935167,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,4,2,3,1,6,0,0,2,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,15,21,20,16,15,17,18,19,19,19,12
Vung_tau_Bamboo,Vietnam,Baja Norte,,,Take a car,Long walk (&gt;30 mn),OK,Public access,4x4,Normal,All surfers,Regular,Point-break,Right and left,Don't know,Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,0,1,2,2,5,4,3,3,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,15,18,20,17,18,16,19,16,24,20,19
Vung_tau_beach_clab,Vietnam,Baja Norte,10.33333333,107.08605,In the city,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Don't know,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,0,0,1,0,5,0,0,2,2,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,20,23,22,15,16,18,18,23,20,14
Vung_tau_mautin_right,Vietnam,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Point-break,Right,Don't know,,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,2,2,1,3,0,5,1,1,0,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,21,19,20,18,17,14,13,20,26,23,18
alofau,Samoa_American,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Normal,All surfers,Don't know,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Ledgey,Normal (50 to 150m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,1,1,2,0,5,2,1,3,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,21,16,25,20,15,12,16,16,20,17,19
asili,Samoa_American,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,0,4,2,2,3,3,-1,3,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,21,23,23,15,18,16,18,21,23,12
CoarlHead,Samoa_American,Baja Norte,-14.30706667,-170.6915167,Take a car,,Easy to find,Public access,,Regional Classic,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,3,0,4,3,6,1,1,0,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,15,21,20,23,18,11,14,16,22,18,17
fatuuli__black_rock_,Samoa_American,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,2,4,4,4,6,0,0,0,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,20,23,22,16,15,14,21,19,22,17
matu_u,Samoa_American,Baja Norte,,,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,3,3,4,3,3,3,3,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,17,24,16,18,12,12,19,21,17,12
pua_tree,Samoa_American,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,2,0,4,2,6,0,0,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,15,24,17,16,13,17,20,22,17,14
sliding_rock,Samoa_American,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,1,2,5,3,6,2,2,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,17,22,21,17,18,17,18,15,23,20,13
QLD,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,4,3,2,0,4,3,-1,0,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,16,20,22,20,13,14,19,15,24,19,14
NSW,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,0,4,2,2,5,1,2,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,16,25,22,15,13,18,19,20,18,19
SA,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,3,1,4,4,4,2,1,4,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,21,18,20,18,17,15,19,24,18,16
TAS,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,2,2,4,0,2,0,2,0,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,19,24,18,15,17,14,15,26,22,13
VIC,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,1,1,4,2,3,2,0,1,1,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,17,22,19,17,16,17,18,19,24,17
WA,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,0,1,1,2,0,5,2,0,0,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,20,23,23,14,14,14,16,22,20,14
Norfolk_Island,Australia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,4,0,1,2,3,1,2,3,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,18,16,18,21,16,14,16,20,22,19,14
Jetty_s,Christmas,Baja Norte,-10.42925,105.6693333,In the city,Instant access (&amp;lt; 5min),Easy to find,Private access,By plane only,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,4,1,2,0,2,3,0,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,18,22,23,14,13,12,19,22,20,13
Ava_avarua,Cook,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,,Experienced surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,1,0,1,4,4,3,3,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,22,21,16,19,15,19,21,21,20,17
Black_Rock,Cook,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,4,1,2,1,5,0,2,2,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,19,22,17,19,12,16,21,25,20,18
