Spot,Country,Zone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
ramlet_el_baydah,Lebanon,Lebanon3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,In the city,Right and left,NorthWest; West; SouthWest,,Empty,Ordinary; Fun; Powerless,Sandy with rock,Easy to find,SouthEast; East; NorthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,3,2,1,2,2,4,6,1,1,1,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,18,20,20,12,11,17,19,27,25,13
chekka,Lebanon,Lebanon3,34.31063333,35.71495,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,Take a car,Right,SouthWest,,Empty,Powerful,Sandy,OK,SouthWest,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Rarely break (5day/year),Regional Classic,Normal (50 to 150m),Empty,Don't know,Breakwater/jetty,All tides,,,1,2,3,1,3,3,5,3,3,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,17,22,18,14,12,19,20,25,26,13
tam_tam,Lebanon,Lebanon3,34.11518333,35.64751667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthWest,,Empty,Ordinary,Sandy,Easy to find,SouthWest,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Beach-break,All tides,,,2,2,3,3,2,4,6,3,2,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,15,21,18,17,10,19,19,22,21,12
aseela,Oman,Oman2,,,Starts working at  and holds up to ,Week-end trip,Left,SouthWest,Rising and falling tides,Empty,Fast; Powerful; Fun,Sandy,OK,SouthWest,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Few surfers,4x4,Point-break,All tides,,,4,3,1,2,3,1,6,2,2,4,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,15,21,22,15,15,17,19,25,25,17
Banda_al_Saqlah,Oman,Oman1,21.5093,59.38385,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Week-end trip,Right,SouthEast,Falling tide,Empty,Ordinary,Sandy with rock,Easy to find,Don't know,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Few surfers,,Point-break,Low and mid tide,,,4,1,2,1,3,4,6,1,2,3,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,18,20,19,15,11,17,18,26,23,16
beach_south_of_alashkerah_point,Oman,Oman3,,,Starts working at  and holds up to ,Week-end trip,Right and left,,,Empty,Fun,Sandy,OK,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,4x4,Beach-break,,,,1,1,1,3,4,4,5,4,1,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,17,24,21,14,15,14,22,22,22,13
hagal,Oman,Oman1,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Take a car,Right,SouthWest,Rising tide,Empty,Powerful,Reef (coral; sharp rocks etc..),OK,South,Normal (50 to 150m),All surfers,,Public access,Don't know,Normal,Long (150 to 300 m),Empty,4x4,Reef-rocky,High tide only,,,3,0,3,1,5,1,5,1,1,2,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,15,22,17,12,13,19,19,22,21,15
masirah_island,Oman,Oman2,20.28281667,58.73153333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Day trip,,South; SouthEast; East; NorthEast,,Empty,Ordinary; Fun,Reef (coral; sharp rocks etc..),OK,,Long (150 to 300 m),All surfers,,,Don't know,Regional Classic,Normal (50 to 150m),Empty,Don't know,Reef-rocky,,,,2,1,2,2,2,2,5,4,2,2,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,19,17,20,21,15,10,18,21,27,25,16
mugshell,Oman,Oman1,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right,,Rising tide,Empty,Fast; Fun,Flat rocks,Easy to find,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Empty,Don't know,Reef-rocky,All tides,,,3,0,3,2,2,1,3,1,0,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,14,21,21,14,12,17,18,23,25,17
al_ashkarah,Oman,Oman1,21.95053333,59.6458,Starts working at 2m-2.5m / 6ft-8ft and holds up to ,Week-end trip,Right,,Rising tide,Empty,,Sandy,OK,,Exceptional (&gt;500m),,Short walk (5-15 mn),Public access,Don't know,Normal,Exceptional (&gt;500m),Empty,4x4,Point-break,All tides,,,2,0,4,2,5,2,4,3,3,2,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,16,21,22,16,15,15,20,27,25,13
rahkyut,Oman,Oman3,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Surf trip,Right and left,South; SouthEast,,Empty,Hollow; Powerful,Sandy,Hard to find,North; NorthWest,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Normal (50 to 150m),Empty,4x4,Beach-break,,,,1,0,2,1,5,4,6,4,2,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,16,24,21,16,11,16,19,22,23,14
rahkyut_2,Oman,Oman2,,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2m+ / 6ft+,Surf trip,Right and left,SouthWest; South; SouthEast,Rising and falling tides,Empty,Powerful,Sandy,OK,North; NorthWest; NorthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Short (&amp;lt; 50m),Empty,4x4,Beach-break,All tides,,,2,2,1,2,2,2,6,1,3,1,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,16,22,17,13,12,15,22,24,26,14
ras_al_jinz,Oman,Oman2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Day trip,Right and left,South; SouthEast,Rising and falling tides,Empty,Hollow; Powerful; Fun,Sandy,Easy to find,North; NorthWest,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,All tides,,,1,2,1,1,3,1,6,1,0,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,18,15,24,22,17,14,17,20,23,25,14
ras_asila,Oman,Oman2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Week-end trip,,SouthEast; East,Rising and falling tides,Empty,Powerful; Fun,Reef (coral; sharp rocks etc..),OK,NorthWest; West; SouthWest,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Few surfers,4x4,,Low and mid tide,,,4,3,3,3,2,1,4,1,1,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,16,21,18,14,13,15,21,25,26,17
Salalah,Oman,Oman2,17.02313333,54.08518333,Starts working at Less than 1m / 3ft and holds up to Don't know,Take a car,Right and left,Don't know,Don't know,Empty,Ordinary; Fun,Sandy with rock,Easy to find,Don't know,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Sloppy,Short (&amp;lt; 50m),Empty,4x4,Beach-break,Don't know,,,4,2,1,4,5,2,5,4,3,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,14,21,22,16,11,18,19,25,21,12
sandy_beach,Oman,Oman3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Take a car,Right and left,West; SouthWest; South,Rising and falling tides,Empty,Ordinary; Fun,Sandy with rock,Hard to find,South; SouthEast; East,Long (150 to 300 m),All surfers,Long walk (&gt;30 mn),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Empty,4x4,Sand-bar,Low and mid tide,,,1,2,1,2,5,4,6,1,3,2,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,19,23,21,17,13,15,20,26,24,14
shipwrecks,Oman,Oman1,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Day trip,,South; SouthEast; East,,Empty,Ordinary,Sandy with rock,Easy to find,North; NorthWest; NorthEast,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Few surfers,4x4,,Mid and high tide,,,2,0,1,1,5,3,3,4,2,3,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,17,22,22,17,10,16,19,23,26,17
dukhan_beach,Qatar,Qatar2,25.40513333,50.75546667,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Take a car,Right and left,North; NorthWest,,Empty,Fun,Sandy,OK,North,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,,Beach-break,,,,1,0,4,1,3,3,6,1,3,2,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,18,23,20,13,15,15,21,25,26,13
Ras_Laffan,Qatar,Qatar1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Take a car,Left,,Rising tide,Empty,Powerless,Flat rocks with sand,Hard to find,NorthWest,Short (&amp;lt; 50m),All surfers,Short walk (5-15 mn),Private access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,4x4,,Mid tide,,,3,1,4,3,3,1,5,3,0,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,19,20,21,13,12,17,20,26,21,16
Black-Sea,Turkey,Turkey3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Take a car,Left,,Rising tide,Empty,Powerless,Flat rocks with sand,Hard to find,NorthWest,Short (&amp;lt; 50m),All surfers,Short walk (5-15 mn),Private access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,4x4,,Mid tide,,,3,1,1,2,2,3,5,3,1,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,15,19,21,14,14,19,19,24,26,17
alacati,Turkey,Turkey1,38.23905,26.31063333,Starts working at  and holds up to ,In the city,,,,Few surfers,Powerful; Ordinary; Fun; Powerless; Ledgey,Sandy,Easy to find,,Very Long (300 to 500 m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Sloppy,Long (150 to 300 m),Crowded,4x4,,,,,4,2,1,4,2,3,4,3,3,3,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,14,23,19,14,14,14,18,24,21,15
Alanya__Banana,Turkey,Turkey2,36.53966667,32.02343333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,In the city,Right and left,SouthWest,Don't know,Empty,Powerful,Sandy,Easy to find,SouthWest,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Few surfers,,Sand-bar,Don't know,,,1,1,3,2,2,1,3,2,1,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,17,24,21,17,15,16,19,24,25,13
Anamur,Turkey,Turkey1,36.09266667,32.93581667,Starts working at Less than 1m / 3ft and holds up to ,In the city,Right and left,South,,Empty,,Sandy with rock,OK,South,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,3,3,4,1,3,2,4,2,1,3,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,16,24,22,13,14,16,18,26,24,15
Antalya,Turkey,Turkey2,36.84716667,30.80871667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,In the city,Right and left,SouthWest; South,,Empty,Hollow; Fast; Powerful,Sandy,Easy to find,North; SouthWest; South,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Don't know,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Sand-bar,All tides,,,3,2,1,4,5,3,3,4,3,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,17,24,20,16,15,15,19,24,23,14
Baby_Point_Side,Turkey,Turkey1,36.77251667,31.39085,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,Right and left,SouthWest; South; SouthEast,Rising and falling tides,Empty,Fast; Powerful,Sandy,Easy to find,North; NorthWest; NorthEast,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Empty,Don't know,Beach-break,All tides,,,3,2,2,3,2,4,4,1,3,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,16,23,20,14,15,14,23,24,26,16
castles,Turkey,Turkey1,36.4584,34.14491667,Starts working at  and holds up to ,Day trip,Right and left,East,,Empty,Powerless,Sandy,Easy to find,East,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,4,2,4,3,5,1,3,1,1,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,14,22,18,17,11,17,22,24,23,13
embryo_point,Turkey,Turkey2,36.73235,34.52311667,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,In the city,Right and left,SouthEast,Don't know,Empty,Ordinary; Fun; Powerless; Ledgey,Sandy with rock,Easy to find,NorthWest,Short (&amp;lt; 50m),Beginners wave,Short walk (5-15 mn),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,,Sand-bar,Don't know,,,1,0,2,4,2,3,4,1,2,2,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,18,24,22,16,15,16,19,24,24,16
ephesus_selcuk,Turkey,Turkey3,,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Take a car,Right and left,,,Empty,Ordinary; Fun; Powerless,Sandy,OK,,Normal (50 to 150m),Beginners wave,Short walk (5-15 mn),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,3,0,4,1,3,1,3,4,3,3,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,16,15,19,18,13,11,16,22,26,26,17
karaburun,Turkey,Turkey2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Take a car,Right and left,,,Empty,,Sandy with rock,OK,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,Low and mid tide,,,4,0,1,2,3,2,6,1,1,4,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,19,20,18,16,12,18,20,26,23,15
Karatas,Turkey,Turkey2,36.56556667,35.38936667,Starts working at Less than 1m / 3ft and holds up to Don't know,In the city,Right and left,SouthWest; South; SouthEast,,Empty,Powerless,Sandy with rock,OK,SouthWest; South; SouthEast,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,All tides,,,1,1,3,4,3,2,4,2,3,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,16,23,17,13,15,19,22,26,22,12
Kilyos,Turkey,Turkey2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Take a car,Right and left,,Don't know,Empty,,Sandy,OK,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Beach-break,Don't know,,,3,3,1,3,2,3,3,4,2,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,15,20,18,16,12,17,23,25,26,17
kusadasie,Turkey,Turkey3,37.86251667,27.25896667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,In the city,Right and left,,Rising and falling tides,Few surfers,,Flat rocks with sand,Easy to find,,Normal (50 to 150m),Beginners wave,Short walk (5-15 mn),Public access,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,All tides,,,1,3,4,3,3,4,5,3,1,3,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,18,19,17,16,11,18,23,22,22,17
Oezdere_Plaj,Turkey,Turkey2,37.98841667,27.13221667,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Take a car,Right and left,NorthWest; West; SouthWest; South,Don't know,Empty,Fun,Flat rocks with sand,Easy to find,,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,Don't know,,,2,2,4,4,5,1,6,4,2,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,18,23,18,15,13,18,20,24,26,12
patarra_beach,Turkey,Turkey1,,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Take a car,Right and left,,Rising and falling tides,Empty,Fun,Sandy with rock,OK,,Long (150 to 300 m),All surfers,Short walk (5-15 mn),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,All tides,,,4,0,1,1,3,1,5,1,1,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,17,18,22,17,16,14,19,20,25,22,14
provo_cut,Turkey,Turkey2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,2,3,1,0,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,16,21,18,14,12,15,22,25,21,14
stone_tombs,Turkey,Turkey2,36.47003333,34.16953333,Starts working at  and holds up to ,Take a car,Right and left,East,,Empty,Ordinary; Fun,Sandy with rock,OK,SouthEast; East; NorthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,2,3,3,4,2,1,4,4,1,3,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,14,21,20,16,13,18,21,23,23,16
adnoc_beach,UAE,UAE3,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,In the city,,North; NorthWest,Rising and falling tides,Empty,Fun; Powerless,Sandy with rock,,North; NorthWest,Short (&amp;lt; 50m),All surfers,,,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,,Low and mid tide,,,2,1,1,4,4,2,5,2,1,1,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,17,20,18,15,11,17,21,24,24,15
coke_machine,UAE,UAE2,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Sell the house; wife and kids,Right and left,,Falling tide,Empty,Ordinary; Fun,Boulders,OK,,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,Low and mid tide,,,1,1,1,1,3,2,5,3,3,4,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,14,19,18,15,11,17,23,26,24,17
doso,UAE,UAE3,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,Right and left,NorthWest; SouthEast,Rising and falling tides,Empty,Fun,Sandy,Easy to find,NorthWest; SouthEast,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,All tides,,,4,1,4,2,2,1,5,3,0,2,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,14,19,17,14,15,18,23,27,24,12
dosc,UAE,UAE3,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,Right and left,,Rising and falling tides,Empty,Fun,Sandy,Easy to find,SouthWest,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,All tides,,,2,3,3,1,4,3,6,1,0,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,16,22,22,15,11,18,21,27,26,12
dubai_wave_pool,UAE,UAE2,25.13971667,55.189,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,Right and left,North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,Rising and falling tides,Few surfers,Fast; Powerful; Fun,Flat rocks,Easy to find,North; NorthWest; West; SouthWest; South; SouthEast; East; NorthEast,Exceptional (&gt;500m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Totally Epic,Exceptional (&gt;500m),Few surfers,Don't know,Reef-artificial,All tides,,,2,1,1,4,5,4,6,2,0,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,18,19,22,13,10,15,22,22,25,16
fujairah,UAE,UAE3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Take a car,Left,East; NorthEast,Falling tide,Empty,Fast; Fun,Flat rocks with sand,OK,West,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,4x4,Breakwater/jetty,All tides,,,4,2,4,3,5,2,3,3,3,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,18,22,19,12,14,18,19,23,21,17
Jebal_Ali_Lefts,UAE,UAE3,24.96556667,54.96695,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Left,,Don't know,Empty,,Sandy with rock,OK,,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,4x4,Point-break,All tides,,,2,1,3,4,3,2,6,4,1,4,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,19,22,19,17,14,16,21,26,26,15
jumeirah_beach,UAE,UAE3,25.14853333,55.1948,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,,,,Empty,,Sandy,Easy to find,,Long (150 to 300 m),Beginners wave,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Few surfers,4x4,Sand-bar,All tides,,,2,0,4,2,5,4,6,2,2,3,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,14,22,18,16,11,17,21,22,24,16
moscow_beach,UAE,UAE2,,,Starts working at Less than 1m / 3ft and holds up to ,In the city,Right and left,NorthWest; West,Rising and falling tides,Empty,Ordinary; Fun; Powerless,Sandy,Easy to find,South; SouthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Normal (50 to 150m),Empty,Don't know,Beach-break,Low tide only,,,1,0,2,4,4,2,4,2,3,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,19,15,21,22,13,13,19,19,22,21,15
Mountains_,UAE,UAE2,24.09341667,55.73913333,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right and left,,,,Fun,Flat rocks,Easy to find,,,All surfers,,Public access,Very consistent (150 day/year),World Class,,,,Reef-artificial,All tides,,,3,1,2,3,3,3,6,2,0,2,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,18,20,19,14,11,18,20,23,25,13
mumza_park,UAE,UAE3,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right and left,South; SouthEast,,Empty,Fast; Fun,Sandy,OK,North; NorthWest,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Don't know,Regional Classic,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,Low and mid tide,,,4,1,1,2,3,1,3,1,1,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,14,21,18,12,11,17,18,26,24,14
north_dosc,UAE,UAE1,,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2.5m+ / 8ft+,,Right and left,North,Rising tide,Crowded,Ordinary; Fun,Sandy,Easy to find,SouthWest,Normal (50 to 150m),All surfers,,Public access,Don't know,Normal,Short (&amp;lt; 50m),Ultra crowded,Don't know,Beach-break,Mid and high tide,,,2,3,2,4,2,3,5,2,0,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,18,21,18,13,10,19,22,23,26,16
roncar_rock,UAE,UAE3,,,Starts working at Less than 1m / 3ft and holds up to ,Take a car,Right and left,West; SouthWest,,Empty,Fast; Fun,Sandy with rock,Easy to find,SouthEast; East,,Beginners wave,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,1,2,2,2,3,2,6,3,0,4,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,16,21,18,16,13,16,23,23,24,16
