Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,Distance_num,Wave quality_num,Experience_num,Frequency_num,Normal length_num,Good day length_num
pillar_point,North_America,USA,North_West,Washington,,48.2026,-124.0960667,Day trip,Short walk (5-15 mn),Easy to find,,Don't know,Normal,All surfers,Sometimes break,Point-break,Left,Sandy with rock,Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest,West; SouthWest; South; SouthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,Mid tide,,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,4,3,2,2,2,3
Point_Grenville,North_America,USA,North_West,Washington,,47.3035,-124.2652333,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,,,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,,3,2,3,1,2
point_roberts,North_America,USA,North_West,Washington,,48.98968333,-123.05305,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Experienced surfers,Rarely break (5day/year),Point-break,Right and left,Sandy with rock,Hollow; Fast; Powerful,Long (150 to 300 m),Long (150 to 300 m),SouthWest,NorthWest; SouthWest,Starts working at  and holds up to ,Mid tide,,,,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,5,2,3,1,3,3
Sand_Point,North_America,USA,North_West,Washington,,48.12783333,-124.7144833,Week-end trip,Long walk (&gt;30 mn),Easy to find,Public access,,Regional Classic,Experienced surfers,Sometimes break,Point-break,Left,Boulders,Powerful,Long (150 to 300 m),Long (150 to 300 m),NorthWest; West; SouthWest,SouthEast; East,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,All tides,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,3,4,3,2,3,3
Seaman_Spit,North_America,USA,North_West,Washington,,48.90106667,-122.7818333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Rarely break (5day/year),Sand-bar,Left,Sandy with rock,Fun,Short (&amp;lt; 50m),Long (150 to 300 m),NorthWest,NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,6,3,2,1,1,3
super_green,North_America,USA,North_West,Washington,,48.11933333,-123.2826333,Take a car,Good walk (15-30 mn),Hard to find,Private access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Rarely break (5day/year),Point-break,Left,Sandy with rock,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,5,3,3,1,2,3
The_Cape,North_America,USA,North_West,Washington,,47.444,-124.3370833,Week-end trip,Long walk (&gt;30 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Ordinary,Normal (50 to 150m),Long (150 to 300 m),West,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,3,4,3,2,2,3
the_dump,North_America,USA,North_West,Washington,,48.38926667,-124.6638167,Week-end trip,Long walk (&gt;30 mn),Hard to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Don't know,Point-break,Left,Boulders,Fast; Powerful,Normal (50 to 150m),Very Long (300 to 500 m),NorthWest; West; SouthWest,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,3,4,3,,2,4
the_groins,North_America,USA,North_West,Washington,,46.91135,-124.1151167,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Point-break,Right and left,Sandy,Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,High tide only,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,4,3,3,3,2,3
twins,North_America,USA,North_West,Washington,,48.16553333,-123.95035,Day trip,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,All surfers,Sometimes break,Rivermouth,Left,Flat rocks with sand,Ordinary; Fun; Powerless,Normal (50 to 150m),Very Long (300 to 500 m),NorthWest; West,South; SouthEast,Starts working at 2.5m-3m / 8ft-10ft and holds up to 5m / 16 ft and over,Low and mid tide,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,4,4,2,2,2,4
westport,North_America,USA,North_West,Washington,,46.90055,-124.1328833,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Breakwater/jetty,Right and left,Sandy,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Falling tide,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,4,3,2,,1,2
Whiskey_Creek,North_America,USA,North_West,Washington,,48.15583333,-123.7806333,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Boulders,Hollow; Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West,NorthWest; West,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,Low and mid tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Washington/index.html,2,2,2,2,2,2,7,7,6,6,7,7,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,43,45,50,55,55,45,39,55,61,75,61,39,4,4,3,2,2,3
Bandon_Beaches,North_America,USA,North_West,Oregon_South,,43.09271667,-124.4346667,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,3,2,3,1,2
sporthaven_beach,North_America,USA,North_West,Oregon_South,,42.04386667,-124.2695333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Breakwater/jetty,Right and left,Sandy with rock,Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest; South,North,Starts working at  and holds up to ,Low tide only,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,6,3,2,2,1,2
Cape_Sebastian,North_America,USA,North_West,Oregon_South,,42.31941667,-124.4241,Take a car,Good walk (15-30 mn),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Point-break,Right,Sandy with rock,Hollow; Fast; Fun,Long (150 to 300 m),Very Long (300 to 500 m),North; NorthWest; West,SouthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Low and mid tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,5,4,2,3,3,4
Coos_Bay_-_Bastendorf_Beach,North_America,USA,North_West,Oregon_South,,43.34603333,-124.3503833,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,4,2,4,1,2
Coos_Bay_North,North_America,USA,North_West,Oregon_South,,43.36643333,-124.3321833,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,,,NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,3,2,4,,
Frankport,North_America,USA,North_West,Oregon_South,,42.57871667,-124.3948833,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Regular,Beach-break,Left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,,Starts working at  and holds up to ,,,,,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,3,2,3,1,2
Gold_Beach_South_Jetty,North_America,USA,North_West,Oregon_South,,42.41848333,-124.43,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Rivermouth,Left,Sandy with rock,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,Don't know,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Don't know,Don't know,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,6,3,2,2,1,2
Nesika_Beach,North_America,USA,North_West,Oregon_South,,42.5508,-124.3961333,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,,Hollow; Fun,,,NorthWest; West; SouthWest,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,,,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,4,2,3,,
Port_Orford,North_America,USA,North_West,Oregon_South,,42.74158333,-124.4922333,Don't know,Don't know,Don't know,Don't know,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,2,2,2,1,2
rainbow_rock,North_America,USA,North_West,Oregon_South,,42.0779,-124.3231833,Take a car,Short walk (5-15 mn),Don't know,Don't know,Don't know,Normal,Experienced surfers,Regular,Beach-break,Right and left,Sandy,Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; NorthEast,North; South; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,5,3,3,3,1,2
Simpson_Reef,North_America,USA,North_West,Oregon_South,,43.31768333,-124.4066,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,,,,,,,Starts working at  and holds up to ,,,,,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,4,3,2,,
State_Line,North_America,USA,North_West,Oregon_South,,41.99895,-124.2116,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_South/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,54,54,52,43,50,50,59,66,59,48,,4,2,3,1,2
south_side_of_agate_beach,North_America,USA,North_West,Oregon_Central,,44.65363333,-124.0629333,Day trip,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Don't know,Sand-bar,Right and left,Sandy with rock,Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),NorthWest,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Low tide only,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,4,3,3,,2,2
North_Agate_Beach,North_America,USA,North_West,Oregon_Central,,44.67226667,-124.0680167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Point-break,Right and left,Sandy with rock,Powerful; Ordinary; Fun,Normal (50 to 150m),Very Long (300 to 500 m),NorthWest; West,East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Low and mid tide,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,5,4,2,4,2,4
Avalanche,North_America,USA,North_West,Oregon_Central,,44.67883333,-124.07905,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Pros or kamikaze only...,Regular,Sand-bar,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,East,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,All tides,,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,,4,4,3,2,2
florence_north_jetty,North_America,USA,North_West,Oregon_Central,,44.02466667,-124.1396667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right,Sandy with rock,Powerful; Fun; Powerless,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; West,South,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,5,4,2,3,3,4
Florence_South_jetty,North_America,USA,North_West,Oregon_Central,,44.01306667,-124.1400167,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,,,NorthWest; West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,,3,2,3,,
Moolack,North_America,USA,North_West,Oregon_Central,,44.6999,-124.0648667,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,Hollow; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,East,Starts working at  and holds up to ,All tides,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,,4,3,3,1,1
South_Beach__Newport,North_America,USA,North_West,Oregon_Central,,44.60123333,-124.0672,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast,North,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Don't know,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,5,2,2,2,1,2
the_box,North_America,USA,North_West,Oregon_Central,,44.61063333,-124.07555,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Breakwater/jetty,Right and left,Sandy,Hollow; Fast; Fun,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; SouthWest,SouthEast; East,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,Low and mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,6,4,2,2,3,4
Winchester_Bay_-_South_Umpqua_Jetty,North_America,USA,North_West,Oregon_Central,,43.66311667,-124.2123333,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Regular,Reef-artificial,Right and left,Sandy,Powerful,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West,North; SouthEast; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,,,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,,4,3,3,2,2
yachats,North_America,USA,North_West,Oregon_Central,,44.30818333,-124.1086833,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Flat rocks with sand,Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_Central/index.html,1,1,1,1,1,1,1,1,1,1,1,1,Kit de survie,Kit de survie,Combi intégrale,Combi intégrale,Combi intégrale,Combi intégrale,48,50,54,55,54,52,41,50,59,66,54,46,6,3,3,3,2,3
boilers_bay,North_America,USA,North_West,Oregon_North,,44.83076667,-124.0626,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Sandy with rock,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West,South,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Falling tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,3,3,2,1,1
cannon_beach,North_America,USA,North_West,Oregon_North,,45.91058333,-123.96925,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,All surfers,Don't know,Beach-break,,Sandy,Ordinary; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),,West; SouthWest; South; SouthEast; East,Starts working at  and holds up to ,,,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,2,2,,1,2
cape_lookout,North_America,USA,North_West,Oregon_North,,45.33505,-123.9737333,Day trip,Long walk (&gt;30 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Reef-rocky,Right,Flat rocks,Hollow; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest; South,North; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,4,5,3,3,2,2
Devil_s_Punch_-_Beverly_Beach,North_America,USA,North_West,Oregon_North,,44.74228333,-124.0605333,Don't know,Don't know,Don't know,Don't know,Don't know,Normal,Beginners wave,Regular,Beach-break,Right and left,Sandy,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),West,East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/USA/North_West/Oregon_North/index.html,2,1,1,1,2,2,4,2,2,2,3,4,Equipamento de sobrevivência,Fato integral,Fato integral,Fato integral,Fato integral,Equipamento de sobrevivência,48,52,52,57,55,48,50,55,61,70,61,50,,3,1,3,1,2
