Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb, BestSurfing_MarApr, BestSurfing_MayJun, BestSurfing_JulAug, BestSurfing_SepOct, BestSurfing_NovDec, TypicalSwell_JanFeb, TypicalSwell_MarApr, TypicalSwell_MayJun, TypicalSwell_JulAug, TypicalSwell_SepOct, TypicalSwell_NovDec, SurfEquipment_JanFeb, SurfEquipment_MarApr, SurfEquipment_MayJun, SurfEquipment_JulAug, SurfEquipment_SepOct, SurfEquipment_NovDec, WaterTemp_JanFeb, WaterTemp_MarApr, WaterTemp_MayJun, WaterTemp_JulAug, WaterTemp_SepOct, WaterTemp_NovDec, AirTemp_JanFeb, AirTemp_MarApr, AirTemp_MayJun, AirTemp_JulAug, AirTemp_SepOct, AirTemp_NovDec
stockton_-_signa_shipwreck,Australia_Pacific,Australia,NSW,Newcastle,,-32.85931667,151.8448167,,,,,Don't know,Regional Classic,All surfers,Regular,Breakwater/jetty,Right and left,Sandy,Hollow; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),East,West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Newcastle/index.html,2,2,2,2,2,1,1,2,3,3,1,1,Short de bain,Shorty,Combi intégrale,Combi intégrale,Combi intégrale,Combi inter-saison,73,72,63,61,61,64,86,81,68,68,64,68
stockton_beach,Australia_Pacific,Australia,NSW,Newcastle,,-32.90041667,151.7899167,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Don't know,Beach-break,Right and left,Sandy,Fun; Ledgey,Normal (50 to 150m),Normal (50 to 150m),NorthEast,West; SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Newcastle/index.html,2,2,2,2,2,1,1,2,3,3,1,1,Short de bain,Shorty,Combi intégrale,Combi intégrale,Combi intégrale,Combi inter-saison,73,72,63,61,61,64,86,81,68,68,64,68
suck_rock,Australia_Pacific,Australia,NSW,Newcastle,,-32.49028333,152.4082667,Day trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Newcastle/index.html,2,2,2,2,2,1,1,2,3,3,1,1,Short de bain,Shorty,Combi intégrale,Combi intégrale,Combi intégrale,Combi inter-saison,73,72,63,61,61,64,86,81,68,68,64,68
treachury,Australia_Pacific,Australia,NSW,Newcastle,,-32.45255,152.5151833,Week-end trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Mid tide,Rising tide,Empty,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Newcastle/index.html,2,2,2,2,2,1,1,2,3,3,1,1,Short de bain,Shorty,Combi intégrale,Combi intégrale,Combi intégrale,Combi inter-saison,73,72,63,61,61,64,86,81,68,68,64,68
asling_s_beach,Australia_Pacific,Australia,NSW,Far_South,,-37.05338333,149.9149333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
bar_beach,Australia_Pacific,Australia,NSW,Far_South,,-36.20841667,150.1331167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Sand-bar,,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South,North; SouthWest; South; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Bears_Beach,Australia_Pacific,Australia,NSW,Far_South,,-36.43561667,150.0765,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Totally Epic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Sandy with rock,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast,West,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Mid and high tide,Don't know,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Blackfellows_Point,Australia_Pacific,Australia,NSW,Far_South,,-36.0828,150.13425,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Point-break,Right,Sandy,Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest; South,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
broulee_north,Australia_Pacific,Australia,NSW,Far_South,,-35.8469,150.1790667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Choss,Beginners wave,Rarely break (5day/year),Beach-break,Right and left,Boulders,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Rising tide,Ultra crowded,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
broulee_main,Australia_Pacific,Australia,NSW,Far_South,,-35.8588,150.1799333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Left,Sandy,Hollow; Fast; Powerful; Ordinary; Ledgey,Short (&amp;lt; 50m),Long (150 to 300 m),South,NorthWest; West; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
bunga_head,Australia_Pacific,Australia,NSW,Far_South,,-36.54398333,150.0585333,Surf trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Ledgey,Long (150 to 300 m),Very Long (300 to 500 m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
camel_rock,Australia_Pacific,Australia,NSW,Far_South,,-36.37876667,150.07815,Surf trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Left,Sandy with rock,Fast; Fun,Normal (50 to 150m),Very Long (300 to 500 m),South; SouthEast; East,West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
congo_beach_-_the_suck,Australia_Pacific,Australia,NSW,Far_South,,-35.95195,150.1628,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fun; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast; East; NorthEast,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Cuttagee,Australia_Pacific,Australia,NSW,Far_South,,-36.49605,150.05475,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
dalmeny_point,Australia_Pacific,Australia,NSW,Far_South,,-36.16105,150.1282333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Point-break,Right and left,Sandy with rock,Hollow; Fast; Powerful; Ordinary; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest; South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low tide only,Falling tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Denhams_Beach_-_Rooster_Tail,Australia_Pacific,Australia,NSW,Far_South,,-35.75538333,150.21525,Take a car,Good walk (15-30 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,Pros or kamikaze only...,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; South; SouthEast,North; South; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Durras_Beach,Australia_Pacific,Australia,NSW,Far_South,,-35.64166667,150.3049833,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Hollow; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Horseshoes_bay,Australia_Pacific,Australia,NSW,Far_South,,-36.42371667,150.0760333,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Rarely break (5day/year),Beach-break,Left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Kianga,Australia_Pacific,Australia,NSW,Far_South,,-36.2008,150.1327333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Point-break,Right,Sandy with rock,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
mckenzies,Australia_Pacific,Australia,NSW,Far_South,,-35.80438333,150.2280833,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East,North; NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
merimbula_bar,Australia_Pacific,Australia,NSW,Far_South,,-36.8976,149.9239,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,All surfers,Regular,Rivermouth,Left,Sandy,Hollow; Fun,Normal (50 to 150m),Very Long (300 to 500 m),SouthEast,NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
moruya_rivermouth,Australia_Pacific,Australia,NSW,Far_South,,-35.90538333,150.1558167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Rivermouth,Right and left,Sandy,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthEast; East; NorthEast,SouthWest; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
narooma_breakwall,Australia_Pacific,Australia,NSW,Far_South,,-36.19553333,150.13675,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Normal,All surfers,Don't know,Point-break,Right,Sandy,Hollow; Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest; SouthEast,NorthWest; SouthEast,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
pambula_rivermouth,Australia_Pacific,Australia,NSW,Far_South,,-36.9456,149.9161,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Don't know,Rivermouth,Right,Sandy with rock,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),East; NorthEast,SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Low tide only,,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
pink_rocks,Australia_Pacific,Australia,NSW,Far_South,,-35.85531667,150.1916,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Powerful,Long (150 to 300 m),Long (150 to 300 m),SouthEast; East; NorthEast,NorthWest; West; SouthWest; South,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,All tides,,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Potatoe_Point,Australia_Pacific,Australia,NSW,Far_South,,-36.10008333,150.1376167,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,,,Beach-break,Right and left,,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,,,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
saltwater,Australia_Pacific,Australia,NSW,Far_South,,-37.17021667,150.00555,Day trip,Short walk (5-15 mn),Easy to find,Public access,4x4,World Class,Experienced surfers,Regular,Point-break,Right,Sandy with rock,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,All tides,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Square_Head,Australia_Pacific,Australia,NSW,Far_South,,-34.18326667,151.0532167,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Beach-break,Right,Sandy,Hollow; Fast; Powerful; Ledgey; Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South; SouthEast; East,North; NorthWest; West; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Low tide only,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
tathra,Australia_Pacific,Australia,NSW,Far_South,,-36.721,149.98055,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
The_Cobra,Australia_Pacific,Australia,NSW,Far_South,,-37.25843333,150.02975,Week-end trip,Good walk (15-30 mn),Hard to find,Public access,4x4,Totally Epic,Pros or kamikaze only...,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey; Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
tilba_point,Australia_Pacific,Australia,NSW,Far_South,,-36.32025,150.1269667,Week-end trip,Long walk (&gt;30 mn),Hard to find,Private access,4x4,Normal,All surfers,Sometimes break,Point-break,Right,Flat rocks with sand,Ordinary; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthEast,SouthWest,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Falling tide,Don't know,Don't know,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Tura_Reef,Australia_Pacific,Australia,NSW,Far_South,,-36.84855,149.9383667,In the city,Good walk (15-30 mn),OK,Private access,Don't know,Totally Epic,Pros or kamikaze only...,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey; Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),East; NorthEast,SouthWest; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,Mid tide,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
Yabbarra,Australia_Pacific,Australia,NSW,Far_South,,-36.17441667,150.1339833,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Hollow; Fast,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/NSW/Far_South/index.html,1,1,2,2,2,2,2,3,4,6,4,3,Boardshorts,Springsuit,,Fullsuit,Springsuit,Boardshorts,72,66,68,61,68,72,86,77,63,64,77,86
13th_beach,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.28535,144.4616333,Day trip,Long walk (&gt;30 mn),Hard to find,Public access,4x4,Sloppy,Pros or kamikaze only...,Rarely break (5day/year),Sand-bar,Right and left,Sandy with rock,Ordinary; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
Altona_Pier,Australia_Pacific,Australia,VIC,Melbourne_West,,-37.87331667,144.8303,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Rarely break (5day/year),Beach-break,Right,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),,North,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,High tide only,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
anglesea,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.41565,144.1865333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,High tide only,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
apollo_bay,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.7504,143.6705333,Week-end trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
bancoora,Australia_Pacific,Australia,VIC,Melbourne_West,,-38.29226667,144.4078833,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Totally Epic,Experienced surfers,Don't know,Reef-rocky,Right,Flat rocks with sand,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Low and mid tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Australia_Pacific/Australia/VIC/Melbourne_West/index.html,1,2,2,2,2,1,1,2,2,5,2,2,Shorty,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Springsuit,63,59,55,55,57,61,77,66,59,64,66,68
