Spot,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,
the_rock,New_Zealand,New_Zealand_NI,East_Cape,,-38.7003,178.051016667,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Normal,,Very consistent (150 day/year),Reef-rocky,Right and left,Sandy with rock,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthEast,NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low tide only,Rising tide,Empty,Few surfers,
wainui_beach,New_Zealand,New_Zealand_NI,East_Cape,,-38.6853166667,178.07825,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast; East; NorthEast,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Few surfers,
waipiro_bay,New_Zealand,New_Zealand_NI,East_Cape,,,,Surf trip,Short walk (5-15 mn),OK,,Don't know,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful,Normal (50 to 150m),,NorthEast,West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,,,Empty,Crowded,
aropaonui,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Short walk (5-15 mn),Hard to find,Public access,Don't know,Normal,All surfers,Regular,Rivermouth,Right and left,Sandy,Hollow; Powerful,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at  and holds up to ,All tides,Rising and falling tides,Empty,Few surfers,
awatoto_rivermouth,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,All surfers,Regular,Rivermouth,Right and left,,Fast; Powerful,,,SouthWest; South; SouthEast,West; South; SouthEast,Starts working at  and holds up to ,,,Empty,Few surfers,
blacks_reef,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Instant access (&amp;lt; 5min),,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Crowded,Ultra crowded,
boat_harbours,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Flat rocks,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Crowded,
clam_reef,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Short walk (5-15 mn),Hard to find,Public access,4x4,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast; East; NorthEast,North; NorthWest; West,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,,,Empty,Empty,
flat_rock_at_tangoio,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Good walk (15-30 mn),OK,Public access,Don't know,Normal,All surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,
hardings_road,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Beginners wave,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Crowded,Crowded,
haumoana,New_Zealand,New_Zealand_NI,Napier,,-39.5976333333,176.946316667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Rivermouth,Right,Flat rocks,Hollow; Powerful,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
haumoana_groyn,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Breakwater/jetty,Right,Sandy,Powerful,Short (&amp;lt; 50m),,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,High tide only,Rising tide,Empty,Few surfers,
last_chance,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Short walk (5-15 mn),Hard to find,Private access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Crowded,
mahia_reef,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Short walk (5-15 mn),OK,,Don't know,Normal,All surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Powerful; Ordinary,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,SouthEast; East; NorthEast,Starts working at  and holds up to ,All tides,Rising and falling tides,Few surfers,Few surfers,
Marine_Parade,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Crowded,
mussel_reef,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Pros or kamikaze only...,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),East,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low tide only,Rising tide,Empty,Empty,
napiers_break_water,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Sometimes break,Breakwater/jetty,Right,Sandy,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Empty,
northen_ocean_beach,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Long walk (&gt;30 mn),OK,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Ordinary,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,
ocean_beach,New_Zealand,New_Zealand_NI,Napier,,-39.75155,177.02545,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
perfume_point,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Reef-coral,Right,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,
rolling_stones,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Boulders,Hollow; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
spit,New_Zealand,New_Zealand_NI,Napier,,,,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Pros or kamikaze only...,Rarely break (5day/year),Point-break,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),North; NorthEast,SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Empty,
thespot-x,New_Zealand,New_Zealand_NI,Napier,,,,Week-end trip,,Hard to find,Private access,By boat only,World Class,Pros or kamikaze only...,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthEast,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid tide,Rising and falling tides,Empty,Empty,
stingray_bay,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Good walk (15-30 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right,Sandy with rock,Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast,West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,
stockroute,New_Zealand,New_Zealand_NI,Napier,,,,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,North; NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising tide,Few surfers,Few surfers,
table_cape,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Good walk (15-30 mn),Easy to find,,By boat only,,,Don't know,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),,,,SouthEast; East; NorthEast,West; SouthWest,Starts working at  and holds up to ,,,Empty,Empty,
table_cape_reefs,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Flat rocks,Hollow; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; East; NorthEast,West; SouthWest; South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to ,Mid and high tide,Rising and falling tides,Empty,Few surfers,
taits_beach,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Long walk (&gt;30 mn),Hard to find,Private access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Hollow; Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,,Empty,
tangioi_beach,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,Beginners wave,Regular,Beach-break,Right and left,Sandy,Ordinary,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,
tangioi_river,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Ordinary; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,
teawanga,New_Zealand,New_Zealand_NI,Napier,,-39.63365,176.98425,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Point-break,Right,Sandy with rock,Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Crowded,Ultra crowded,
the_gap,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Crowded,Crowded,
tutaekuri_river_mouth,New_Zealand,New_Zealand_NI,Napier,,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Rivermouth,Right and left,Sandy,Hollow; Fast,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Crowded,
waikokopu_bay,New_Zealand,New_Zealand_NI,Napier,,-39.0738,177.82975,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Sandy with rock,Hollow; Ordinary,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
waipatiki,New_Zealand,New_Zealand_NI,Napier,,-39.3019,176.977016667,Day trip,Instant access (&amp;lt; 5min),,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Hollow; Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Rising and falling tides,Empty,Few surfers,
wairoa_river_barr,New_Zealand,New_Zealand_NI,Napier,,,,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,NorthWest; West,Starts working at  and holds up to 3m+ / 10ft+,All tides,,Empty,Few surfers,
west_shore_beach,New_Zealand,New_Zealand_NI,Napier,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Sloppy,Beginners wave,Regular,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Crowded,Crowded,
akito,New_Zealand,New_Zealand_NI,South_East_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Rivermouth,Right and left,Sandy with rock,Hollow; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West,Starts working at  and holds up to ,All tides,Rising and falling tides,Empty,Empty,
cray_bay,New_Zealand,New_Zealand_NI,South_East_Coast,,,,Take a car,Good walk (15-30 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Crowded,
Lake_Ferry,New_Zealand,New_Zealand_NI,South_East_Coast,,-41.39845,175.1413,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,North; NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Few surfers,
Dee_Dees,New_Zealand,New_Zealand_NI,South_East_Coast,,-41.5646,175.21975,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Right and left,Boulders,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),South,NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,
Slippery,New_Zealand,New_Zealand_NI,South_East_Coast,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Don't know,Reef-rocky,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,
the_gap,New_Zealand,New_Zealand_NI,South_East_Coast,,,,Week-end trip,Short walk (5-15 mn),OK,Public access,4x4,Regional Classic,All surfers,Regular,Beach-break,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising tide,Empty,Few surfers,
tora,New_Zealand,New_Zealand_NI,South_East_Coast,,-41.5072333333,175.515266667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast; East; NorthEast,NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,
waimarama,New_Zealand,New_Zealand_NI,South_East_Coast,,-39.81395,177.0028,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Ordinary,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Crowded,
white_rock,New_Zealand,New_Zealand_NI,South_East_Coast,,,,Week-end trip,Short walk (5-15 mn),Hard to find,Private access,4x4,World Class,Experienced surfers,Regular,Point-break,Right,,Hollow; Fast; Powerful,Long (150 to 300 m),Long (150 to 300 m),West; SouthWest; South,South; SouthEast; East,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Few surfers,
156,New_Zealand,New_Zealand_NI,SW_Coast,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,Pros or kamikaze only...,Very consistent (150 day/year),,,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),,SouthWest; South; SouthEast,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,,,Empty,Empty,
airport_rights,New_Zealand,New_Zealand_NI,SW_Coast,,-41.3372,174.807116667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest; South; SouthEast,North; NorthWest; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Empty,
blacks,New_Zealand,New_Zealand_NI,SW_Coast,,-39.0767833333,177.799983333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,By plane only,Regional Classic,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Low and mid tide,Rising and falling tides,,Few surfers,
breaker_bay,New_Zealand,New_Zealand_NI,SW_Coast,,-41.3328666667,174.8315,Take a car,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,Pros or kamikaze only...,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest; South; SouthEast,North; NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,
eastbourne,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Good walk (15-30 mn),Easy to find,,Don't know,Normal,All surfers,Don't know,Point-break,,Sandy with rock,Ordinary; Fun,Normal (50 to 150m),,South,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising tide,Empty,Few surfers,
Foxton_Beach,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Don't know,Beach-break,Left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Empty,Empty,
himitangi_beach,New_Zealand,New_Zealand_NI,SW_Coast,,,,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,High tide only,Rising tide,Empty,Empty,
houghton_bay,New_Zealand,New_Zealand_NI,SW_Coast,,-41.3422666667,174.785016667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,,Sometimes break,Beach-break,Right and left,Sandy with rock,Hollow; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest; South; SouthEast,North; NorthWest; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low tide only,Rising tide,Few surfers,Crowded,
house_reef,New_Zealand,New_Zealand_NI,SW_Coast,,,,Day trip,Long walk (&gt;30 mn),Hard to find,Private access,By boat only,Normal,Experienced surfers,Sometimes break,,,Boulders,Hollow; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast,North,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Falling tide,Empty,Empty,
illusions_-_plimmerton,New_Zealand,New_Zealand_NI,SW_Coast,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Sloppy,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest,SouthEast; East; NorthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to ,High tide only,Rising tide,Empty,Empty,
lyall_bay,New_Zealand,New_Zealand_NI,SW_Coast,,-41.3350333333,174.803466667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),,South,North; NorthWest; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising tide,Few surfers,Crowded,
mana_island,New_Zealand,New_Zealand_NI,SW_Coast,,,,Day trip,,Hard to find,Private access,By boat only,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest,South; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Empty,
mushroom_patch,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,SouthWest; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising and falling tides,Empty,Empty,
otaki_river_mouth,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Rivermouth,Right and left,Sandy with rock,Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Low and mid tide,Rising tide,Empty,Few surfers,
paekakariki,New_Zealand,New_Zealand_NI,SW_Coast,,-40.9824833333,174.960016667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Sometimes break,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,High tide only,Rising and falling tides,Empty,Few surfers,
peka_peka,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Mid and high tide,Falling tide,Empty,Few surfers,
pipes,New_Zealand,New_Zealand_NI,SW_Coast,,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Point-break,Left,Sandy with rock,Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Mid and high tide,Rising tide,Empty,Few surfers,
